Cell	Celltype	Location_Smooth	X	Y	Z	T	Pou3f1	Mixl1	Mesp1	Sox17	Nodal	Bmp4	Eomes	Wnt3	Wnt3a	Fgf8	Celltype_Number
cell_7351	PS-Mes	8P	-1.53E+00	3.94E+00	7.64E+00	0	1	0	0	0	0	0	1	0	0	2.32	3
cell_7441	PS-Mes	8P	3.51E+00	-2.25E-01	8.43E+00	0	1	0	0	0	0	0	1.58	0	0	2	3
cell_7444	PS-Mes	8P	4.14E-01	2.81E-01	8.34E+00	0	0	2	0	0	0	0	2.32	0	0	3	3
cell_5506	PS-Mes	8P	1.14E+00	1.31E+00	8.23E+00	1.58	0	1	0	0	0	0	0	0	0	1.58	3
cell_5525	PS-Mes	8P	1.05E+00	3.48E+00	8.22E+00	2.58	0	1.58	3.17	0	0	0	2	1.58	1	3	3
cell_5733	PS-Mes	8P	-9.25E-01	2.04E+00	7.72E+00	0	0	0	0	0	0	0	2	0	0	3.32	3
cell_5918	PS-Mes	8P	3.18E+00	1.86E+00	7.90E+00	1.58	0	1	0	0	0	0	1.58	1	0	1.58	3
cell_5932	PS-Mes	8P	3.91E+00	-1.18E+00	7.95E+00	2.32	0	3	2	0	0	0	2	0	0	2	3
cell_6069	PS-Mes	8P	-2.92E+00	2.96E+00	8.19E+00	0	0	0	0	0	1	0	0	0	0	0	3
cell_6211	PS-Mes	8P	1.20E+00	-9.53E-01	7.65E+00	0	0	2.58	2.81	0	0	0	2	1	0	2.32	3
cell_6339	PS-Mes	8P	4.01E+00	-1.15E+00	8.27E+00	0	0	0	0	0	0	0	2	0	0	3.32	3
cell_6426	PS-Mes	8P	6.07E-01	3.50E+00	8.35E+00	0	0	0	0	0	0	0	2	0	0	2	3
cell_6475	PS-Mes	8P	3.90E+00	-1.67E-02	8.44E+00	1	0	2	1	0	0	0	0	1	0	2.32	3
cell_6522	PS-Mes	8P	2.78E+00	1.52E+00	8.05E+00	2.58	1	2.58	1	0	0	0	2	1	0	3.17	3
cell_6563	PS-Mes	8P	-1.37E+00	3.81E+00	8.30E+00	0	0	1.58	3.58	0	0	0	1.58	1	1	3.17	3
cell_6702	PS-Mes	8P	2.33E+00	2.52E+00	7.90E+00	0	0	0	0	0	1	0	1	0	0	3	3
cell_6805	PS-Mes	8P	2.22E+00	-8.32E-01	8.49E+00	1	0	0	0	0	0	0	2.81	1	0	2	3
cell_6949	PS-Mes	8P	1.57E+00	-1.33E+00	8.20E+00	0	1	2.32	0	0	0	0	2.58	1	0	3.81	3
cell_7049	PS-Mes	8P	-1.16E+00	3.76E+00	8.46E+00	0	0	1.58	0	0	1	0	1	1.58	0	3	3
cell_7287	PS-Mes	8P	2.44E+00	1.82E+00	8.03E+00	1	1	2	2.58	0	1	0	3	2	0	2.81	3
cell_7339	PS-Mes	8P	3.37E+00	-3.37E-01	7.82E+00	1.58	0	1	0	0	0	0	2	0	0	3.58	3
cell_5613	PS-Mes	8P	8.73E-01	1.40E+00	7.52E+00	0	1	1	0	0	0	0	1.58	1	0	3.32	3
cell_6194	PS-Mes	8P	7.76E-01	-6.06E-01	8.10E+00	1	1	0	0	0	0	0	2	0	0	2.32	3
cell_7010	PS-Mes	8P	3.37E+00	-1.33E+00	7.63E+00	1	1.58	0	0	0	0	0	2.32	0	0	3.46	3
cell_5470	PS-Mes	8P	-2.65E+00	2.67E+00	7.99E+00	0	0	0	0	0	0	0	0	0	0	1.58	3
cell_5517	PS-Mes	8P	2.96E+00	-1.91E+00	8.01E+00	0	2	0	0	0	0	0	1	0	0	3.32	3
cell_5546	PS-Mes	8P	3.07E+00	2.50E+00	8.36E+00	1	0	0	0	0	0	0	1	0	0	1	3
cell_5801	PS-Mes	8P	5.33E-01	2.96E+00	8.45E+00	2	1	0	0	0	0	0	1	0	0	2	3
cell_5868	PS-Mes	8P	-1.83E+00	2.34E+00	8.32E+00	0	1	1	0	0	0	0	1	0	0	2.32	3
cell_5884	PS-Mes	8P	7.62E-01	2.63E+00	8.12E+00	0	0	0	0	0	0	0	2	0	0	2.58	3
cell_6146	PS-Mes	8P	-1.85E+00	3.02E+00	8.26E+00	0	1.58	0	0	0	0	0	0	0	0	2.32	3
cell_6366	PS-Mes	8P	9.58E-01	1.77E+00	8.46E+00	1	0	0	0	0	0	0	1.58	0	0	3	3
cell_6373	PS-Mes	8P	3.05E+00	2.51E+00	8.30E+00	0	0	1	0	0	0	0	2	0	0	2.81	3
cell_6406	PS-Mes	8P	3.74E+00	-1.48E+00	7.90E+00	1.58	0	1	1.58	0	0	0	3.17	0	0	2	3
cell_6518	PS-Mes	8P	4.11E+00	-1.02E+00	7.97E+00	2	0	1	0	0	0	0	1	0	0	3.46	3
cell_6540	PS-Mes	8P	1.60E+00	2.75E+00	8.31E+00	0	0	0	0	0	0	0	1.58	0	0	2.81	3
cell_6788	PS-Mes	8P	3.65E+00	1.74E+00	8.06E+00	1	0	1	0	0	0	0	1.58	1	0	2.58	3
cell_6800	PS-Mes	8P	3.28E+00	5.48E-01	7.82E+00	1	0	0	0	0	0	0	1	1	0	3	3
cell_6863	PS-Mes	8P	7.08E-01	5.95E-01	8.21E+00	0	0	0	0	0	0	0	0	0	0	2.81	3
cell_7037	PS-Mes	8P	4.95E-01	1.51E+00	8.11E+00	1	0	2	0	0	0	0	2.32	0	0	2.58	3
cell_7042	PS-Mes	8P	2.73E+00	2.71E+00	8.35E+00	2.81	0	2	2	0	0	0	2	0	1	2.81	3
cell_7117	PS-Mes	8P	4.27E-01	9.43E-01	7.76E+00	1	0	0	0	0	0	0	1.58	0	0	2.81	3
cell_7255	PS-Mes	8P	2.28E+00	3.01E+00	7.90E+00	0	0	0	1	0	0	0	2.81	1.58	0	1	3
cell_7516	PS-Mes	8P	3.19E+00	1.92E+00	8.42E+00	0	0	0	0	0	0	0	0	0	0	2.81	3
cell_7520	PS-Mes	8P	1.42E+00	1.61E+00	7.51E+00	1.58	1	1.58	0	0	0	0	2.58	0	0	3.32	3
cell_7591	PS-Mes	8P	3.97E-01	1.86E-01	8.20E+00	2	1	1	3.7	0	0	0	1.58	0	0	2	3
cell_7603	PS-Mes	8P	2.85E+00	-2.44E+00	8.42E+00	1.58	1.58	0	0	0	0	0	1	1	0	3.58	3
cell_5466	PS-Mes	8P	7.47E-01	1.42E+00	7.75E+00	0	0	0	0	0	1	0	2.58	1	0	4	3
cell_5558	PS-Mes	8P	2.20E+00	-1.64E+00	7.98E+00	1	0	1	0	0	1	0	1	0	0	2.58	3
cell_5945	PS-Mes	8P	5.29E-01	3.06E+00	7.90E+00	1	0	1.58	0	0	1	0	2	1	0	2	3
cell_6288	PS-Mes	8P	3.89E-02	2.14E+00	8.19E+00	1	1	0	0	0	0	0	1	0	0	2.58	3
cell_6316	PS-Mes	8P	3.39E+00	1.30E+00	7.75E+00	0	1	0	0	0	0	0	2	0	0	2.32	3
cell_6457	PS-Mes	8P	5.27E-01	1.39E+00	7.88E+00	1.58	0	1.58	0	0	0	0	2.81	1	0	3.17	3
cell_7023	PS-Mes	8P	3.58E+00	9.53E-01	8.14E+00	3.7	0	3.17	3	0	0	0	2	0	1	3.32	3
cell_7371	PS-Mes	8P	2.18E+00	1.83E+00	7.53E+00	0	0	2.58	0	0	0	0	2.32	0	0	2.58	3
cell_7472	PS-Mes	8P	-6.59E-01	2.81E+00	8.42E+00	0	0	2.81	1	0	0	0	1	1.58	0	3	3
cell_7507	PS-Mes	8P	6.29E-01	3.00E+00	8.40E+00	1	0	0	0	0	1	0	1.58	0	0	3.17	3
cell_7514	PS-Mes	8P	2.94E+00	5.16E-01	8.21E+00	1	1.58	0	0	0	0	0	0	0	0	1.58	3
cell_6014	PS-Mes	8P	1.16E+00	1.79E+00	8.34E+00	0	1	0	0	0	0	0	0	0	0	0	3
cell_6169	PS-Mes	8P	1.61E+00	-3.43E-01	8.39E+00	3	0	1	0	0	1	0	0	1.58	0	3.32	3
cell_7242	PS-Mes	8P	1.82E+00	2.80E+00	8.33E+00	3.17	0	0	0	0	0	0	0	0	0	4	3
cell_6208	E1	4EA	-2.84E+00	2.39E+00	3.56E+00	0	0	0	0	1.58	0	0	1	0	0	3	5
cell_7054	E1	4EA	-3.76E+00	-4.40E-01	3.62E+00	0	0	0	0	0	1	0	0	0	0	2.32	5
cell_5874	E1	5EA	-2.70E+00	-3.25E+00	5.02E+00	0	0	0	0	2.32	1	0	1.58	0	0	3	5
cell_5923	E1	5EA	1.27E-02	-4.04E+00	5.08E+00	0	0	0	0	0	1	0	0	0	0	1.58	5
cell_5998	E1	5EA	-2.01E+00	-3.42E+00	4.65E+00	0	0	1	0	1	0	0	0	0	0	2.58	5
cell_6402	E1	5EA	-3.16E+00	2.53E+00	4.83E+00	0	0	0	0	2.32	1	0	1.58	0	0	2.58	5
cell_7268	E1	5EA	3.66E-01	-4.07E+00	4.86E+00	0	0	0	0	1	0	0	1	0	0	1	5
cell_7521	E1	5EA	-4.07E+00	-8.77E-01	5.30E+00	0	0	0	0	0	0	0	0	1	0	2.58	5
cell_7013	E2	6EA	-4.32E+00	-6.58E-01	6.15E+00	0	0	0	0	1	0	0	0	0	0	1.58	6
cell_7530	E2	6EA	-2.37E+00	-3.53E+00	6.13E+00	0	0	0	0	0	0	0	2	1	0	3.17	6
cell_6265	E2	6EA	-4.31E+00	1.26E+00	6.29E+00	0	0	0	0	2.32	0	0	1.58	0	0	1	6
cell_7146	E2	6EA	-4.11E+00	-1.66E+00	5.56E+00	0	0	0	0	2	0	0	0	0	0	1	6
cell_5471	E2	6EA	-4.26E+00	1.39E+00	6.30E+00	0	0	0	0	1.58	0	0	0	0	0	0	6
cell_5711	E2	6EA	-3.36E+00	-2.89E+00	6.10E+00	0	0	0	0	0	0	0	1	0	0	1	6
cell_5845	E2	6EA	4.27E-01	-4.22E+00	6.12E+00	0	1	0	0	1.58	1	0	1	0	0	3	6
cell_6018	E2	6EA	-3.50E+00	-2.47E+00	5.87E+00	0	0	2.32	0	1.58	0	0	2	0	0	2.32	6
cell_6110	E2	6EA	-6.36E-01	-4.48E+00	6.02E+00	0	0	0	0	1.58	0	0	2.81	0	0	3.17	6
cell_7549	E2	6EA	-4.46E+00	-5.11E-01	5.79E+00	0	0	0	0	0	0	0	0	0	0	0	6
cell_7071	E2	6EA	-3.81E+00	-1.90E+00	6.35E+00	0	0	0	0	0	0	0	0	0	0	2.58	6
cell_7363	E2	6EP	4.33E+00	-1.12E+00	6.45E+00	0	0	0	0	2.32	0	0	1.58	0	0	1	6
cell_5552	E2	6EP	4.51E+00	-1.93E-01	5.69E+00	0	0	0	0	1.58	1	0	1	0	0	1	6
cell_5764	E2	6EP	4.42E+00	-1.39E-01	6.09E+00	0	0	0	0	0	0	0	1	0	0	1.58	6
cell_5818	E2	6EP	4.12E+00	-1.50E+00	5.52E+00	0	0	1.58	0	0	0	0	2	0	0	2.32	6
cell_6569	E2	6EP	4.26E+00	-1.24E+00	6.23E+00	0	0	1	0	2	1	0	1	0	0	3	6
cell_7034	E2	6EP	-1.85E+00	3.96E+00	6.32E+00	0	0	1	0	1.58	0	0	0	0	0	0	6
cell_7175	E2	6EP	2.09E+00	3.73E+00	5.58E+00	0	0	0	0	2.58	0	0	0	0	0	3	6
cell_7271	E2	6EP	1.11E+00	4.13E+00	6.40E+00	0	0	0	0	0	0	0	0	0	0	1.58	6
cell_7572	E2	6EP	4.10E+00	-1.72E+00	6.35E+00	0	0	0	0	0	0	0	1	0	0	1	6
cell_5861	E2	6EP	3.58E+00	-2.61E+00	5.71E+00	0	0	0	0	2.81	1	0	1.58	0	0	1.58	6
cell_5876	E2	6EP	3.83E+00	-2.36E+00	6.31E+00	0	0	0	0	3	1	0	0	0	0	2.81	6
cell_6105	E2	6EP	4.14E+00	-1.10E+00	6.20E+00	0	0	1.58	0	1	0	0	1.58	0	0	3.17	6
cell_6248	E2	6EP	-1.02E-01	4.35E+00	6.18E+00	0	0	0	0	1	0	0	1.58	0	0	2.58	6
cell_6506	E2	6EP	3.40E+00	-2.75E+00	5.75E+00	0	0	0	0	2.32	0	0	0	0	0	2.32	6
cell_6528	E2	6EP	1.34E+00	4.24E+00	6.35E+00	0	0	0	0	0	0	0	1.58	0	0	3	6
cell_6837	E2	6EP	2.15E+00	3.75E+00	5.63E+00	0	0	0	0	0	0	0	1	0	0	3.7	6
cell_6903	E2	6EP	3.68E+00	2.25E+00	5.72E+00	0	0	0	0	2.32	1.58	0	1.58	0	0	3.58	6
cell_6967	E2	6EP	-2.05E+00	3.90E+00	5.74E+00	0	0	1.58	0	0	1	0	1.58	0	0	1	6
cell_5477	E2	6EP	4.30E+00	2.79E-01	6.35E+00	0	0	0	0	2.81	0	0	1.58	0	0	0	6
cell_5731	E2	6EP	-2.91E+00	3.43E+00	6.11E+00	0	0	0	0	1	1	0	2	0	0	3.58	6
cell_6109	E2	6EP	4.11E+00	1.81E+00	6.13E+00	0	0	0	0	2	1.58	0	1.58	0	0	2	6
cell_6821	E2	6EP	3.19E+00	2.94E+00	6.37E+00	0	0	1.58	0	1	0	0	0	0	0	3.32	6
cell_7050	E2	6EP	2.68E+00	3.32E+00	5.60E+00	0	1	0	0	1	0	0	1.58	0	0	1	6
cell_7569	E2	6EP	-3.11E+00	3.13E+00	6.47E+00	0	0	1.58	0	0	0	1	1	0	0	1	6
cell_6045	E2	6EP	5.87E-01	4.34E+00	5.55E+00	0	0	0	0	1.58	0	0	0	0	0	1	6
cell_6104	E2	6EP	3.73E+00	-2.22E+00	5.77E+00	1	0	0	0	2	0	0	0	0	0	2	6
cell_6590	E2	6EP	1.78E+00	4.09E+00	5.52E+00	0	0	1	0	3	1	0	2	0	0	3.17	6
cell_7262	E2	6EP	1.00E+00	4.30E+00	5.88E+00	0	0	0	0	3	0	0	0	0	0	2.81	6
cell_6809	E2	6EP	4.32E+00	8.62E-02	6.24E+00	0	0	1	0	0	0	0	2	0	0	2.32	6
cell_6831	E2	6EP	4.33E+00	-6.65E-01	5.89E+00	1	0	1	2.58	0	0	0	0	0	0	1	6
cell_5683	E2	6EP	4.39E+00	-2.32E-01	6.41E+00	0	0	0	0	0	0	0	1.58	0	0	3	6
cell_5769	E2	6EP	-2.16E+00	3.74E+00	5.96E+00	0	0	1	0	2	0	0	2	0	0	2.58	6
cell_5872	E2	6EP	1.53E-01	4.40E+00	6.16E+00	0	0	0	0	0	0	0	0	0	0	0	6
cell_6028	E2	6EP	2.02E+00	3.95E+00	6.47E+00	0	0	0	0	1	0	0	1	0	0	2	6
cell_6095	E2	6EP	3.63E+00	2.20E+00	5.62E+00	0	0	2.32	0	1	1	0	1	0	0	1	6
cell_6224	E2	6EP	1.27E+00	4.11E+00	6.18E+00	0	0	0	0	3	0	0	1	0	0	0	6
cell_6253	E2	6EP	1.67E+00	3.97E+00	6.21E+00	0	0	1.58	0	1.58	1	0	1.58	0	0	2.81	6
cell_6365	E2	6EP	3.23E+00	3.01E+00	5.52E+00	0	0	0	0	3.46	1	0	2	1	0	1	6
cell_6424	E2	6EP	3.49E+00	2.74E+00	5.60E+00	0	0	0	0	0	0	0	0	0	0	1	6
cell_6591	E2	6EP	3.47E+00	2.49E+00	5.89E+00	0	0	0	0	1	0	0	2	0	0	1	6
cell_6819	E2	6EP	3.78E+00	1.94E+00	5.83E+00	0	0	0	0	2.81	0	0	0	0	0	2.32	6
cell_6926	E2	6EP	3.46E+00	-2.79E+00	6.03E+00	0	0	1.58	0	1.58	0	0	1.58	0	0	3.32	6
cell_7008	E2	6EP	1.53E+00	4.15E+00	6.38E+00	0	0	0	0	1.58	0	0	1	0	0	1	6
cell_7167	E2	6EP	4.36E+00	2.62E-01	6.03E+00	0	0	1.58	0	1	1.58	0	2	0	0	2.58	6
cell_7482	E2	6EP	-5.97E-01	4.40E+00	6.25E+00	0	0	1	0	1	0	1	1.58	0	0	3.32	6
cell_6135	E2	6EP	-1.87E+00	4.02E+00	5.77E+00	0	0	0	0	3.81	0	1	1	0	0	1	6
cell_6483	E2	6EP	-1.06E+00	4.24E+00	5.80E+00	0	0	0	0	2.32	0	0	1	0	0	2.32	6
cell_7101	E2	6EP	3.95E+00	-1.72E+00	5.81E+00	0	0	0	0	1	0	0	0	0	0	3.17	6
cell_7586	E2	6EP	-1.27E+00	4.06E+00	5.66E+00	0	0	1	0	1.58	0	0	1	0	0	3.32	6
cell_5805	E2	7EA	-2.74E+00	-3.89E+00	7.28E+00	0	0	0	0	1	1	0	0	0	0	2.81	6
cell_6361	E2	7EA	-4.67E-01	-4.76E+00	6.59E+00	0	0	1	0	1	0	0	0	0	0	0	6
cell_6978	E2	7EA	-4.28E+00	1.67E+00	6.77E+00	0	0	0	0	1	0	0	0	1	0	0	6
cell_7326	E2	7EA	-2.76E+00	-3.64E+00	6.92E+00	0	0	0	0	1.58	0	0	1	0	0	1	6
cell_6907	E2	7EA	8.15E-01	-4.49E+00	6.55E+00	0	0	0	0	1.58	0	0	1.58	0	0	0	6
cell_5832	E2	7EA	-3.53E+00	-3.25E+00	7.14E+00	0	0	0	0	2	1	0	0	1	0	0	6
cell_7216	E2	7EA	-4.08E+00	2.05E+00	6.57E+00	0	0	0	0	2.58	0	0	0	0	0	1	6
cell_7369	E2	7EA	-9.83E-01	-4.70E+00	6.91E+00	0	0	0	0	0	1	0	1	0	0	0	6
cell_6722	E2	7EA	-1.87E+00	-4.28E+00	7.28E+00	0	0	1	0	0	0	0	1	0	0	0	6
cell_7031	E2	7EA	7.18E-01	-4.53E+00	6.75E+00	0	0	0	0	3.17	0	0	1	0	0	1	6
cell_6164	E2	7EP	-1.57E+00	4.28E+00	6.68E+00	0	0	1	0	3	1	0	2.58	0	0	2	6
cell_6511	E2	7EP	3.57E+00	-2.92E+00	6.86E+00	0	0	0	0	2	0	0	1	0	0	3.91	6
cell_5900	E2	7EP	-1.48E+00	4.42E+00	7.06E+00	0	0	1	0	2	0	0	1	0	0	2.58	6
cell_7190	E2	7EP	-2.18E+00	4.17E+00	7.16E+00	0	0	1.58	0	0	0	0	2	0	0	1	6
cell_6297	E2	7EP	4.12E+00	1.94E+00	7.46E+00	0	0	1.58	0	2	0	0	1	0	0	2.32	6
cell_5658	E2	7EP	1.17E+00	4.54E+00	6.55E+00	0	0	1	0	1	0	0	1	0	0	1	6
cell_5795	E2	7EP	-1.43E+00	4.42E+00	7.41E+00	0	0	0	0	3.58	0	0	0	0	0	0	6
cell_6284	E2	7EP	4.16E+00	2.38E+00	6.85E+00	0	0	1.58	0	2	1	0	2.32	0	0	2.58	6
cell_6376	E2	7EP	4.67E+00	1.09E-01	6.73E+00	0	0	0	0	1	1.58	0	1	0	0	2	6
cell_6379	E2	7EP	2.41E+00	4.01E+00	6.87E+00	0	0	0	0	1	0	0	1.58	0	0	0	6
cell_7068	E2	7EP	2.50E+00	3.85E+00	6.83E+00	0	0	2	0	2	0	0	1	0	0	2	6
cell_7097	E2	7EP	-2.82E+00	3.59E+00	6.81E+00	0	0	0	0	0	1	0	0	0	0	2.58	6
cell_7612	E2	7EP	3.84E+00	-2.78E+00	6.60E+00	0	0	1	0	0	1	0	1	0	0	3	6
cell_7524	E2	7EP	-2.74E+00	3.72E+00	6.94E+00	0	0	1.58	0	1.58	0	0	1.58	0	0	2.81	6
cell_6801	E2	7EP	-1.78E+00	4.38E+00	6.57E+00	0	0	0	0	0	0	0	1	0	0	0	6
cell_5657	E2	7EP	8.31E-02	4.54E+00	6.58E+00	0	0	0	0	2.58	0	0	0	0	0	1	6
cell_6464	E2	7EP	1.80E+00	4.19E+00	6.60E+00	0	0	0	0	3.7	0	0	0	0	0	0	6
cell_5480	E2	7EP	5.25E-01	4.54E+00	6.58E+00	0	0	1	0	1.58	0	0	1	1	0	1.58	6
cell_7509	E2	7EP	-8.22E-01	4.70E+00	6.65E+00	0	0	0	0	3	0	0	0	0	0	2.32	6
cell_6521	E2	8EA	-5.05E+00	1.62E-01	8.07E+00	0	0	0	0	1	0	0	0	0	0	1	6
cell_7419	E2	8EA	6.29E-01	-4.94E+00	7.58E+00	0	0	0	0	1	0	0	1	0	0	0	6
cell_5668	E2	8EA	-1.96E+00	-4.48E+00	8.03E+00	0	0	0	0	1	0	0	0	0	0	0	6
cell_5753	E2	8EP	3.99E+00	-2.95E+00	7.67E+00	0	0	1	0	1	1	0	1.58	1	0	1.58	6
cell_5891	E2	8EP	3.88E+00	-3.10E+00	7.56E+00	0	0	1.58	0	1	0	0	1	0	0	1	6
cell_6042	E2	8EP	2.34E+00	4.31E+00	8.41E+00	0	0	0	0	3.17	0	0	2	0	0	1	6
cell_6079	E2	8EP	5.01E+00	4.29E-01	7.75E+00	0	0	0	0	2.58	0	0	0	0	0	2	6
cell_6214	E2	8EP	2.41E-01	5.03E+00	8.45E+00	0	0	0	0	2.58	0	0	2	0	0	2	6
cell_6319	E2	8EP	-2.68E+00	4.30E+00	7.89E+00	0	0	0	0	0	0	0	0	0	0	0	6
cell_6817	E2	8EP	3.29E+00	3.61E+00	7.63E+00	0	0	0	0	3.17	0	0	0	0	0	0	6
cell_5759	E2	8EP	2.45E+00	4.43E+00	7.56E+00	0	0	0	0	2	0	0	1	0	0	0	6
