Genes	1AP	2A	2P	3A	3P	4A	4P	5A	5P	6A	6P	7A	7P	8A	8P
Nubpl	2.3	4	4.1	4.5	4	4.2	3.9	3.9	3.3	4.4	4.5	4.6	4	4.4	4.7
Nucb1	2.7	3.8	3.7	3.5	3.7	3.4	3.6	3.3	3.5	4.2	4	3.2	3.5	3.9	4
Nucb2	0.9	1.6	1.6	1.2	1.3	1.2	0.9	1.2	1.3	1.1	1.5	1.3	2.1	1.4	0.2
Nucks1	4.8	5.2	5.1	5.2	5.2	5.3	5.3	5.4	5.1	5.3	5.1	5.3	5.2	5.3	5.3
Nudc	6.4	7.9	7.9	7.9	7.9	7.8	7.9	7.7	7.9	8.2	8.3	8.1	8.1	8.3	8.1
Nudcd1	2.3	3.3	3.1	3.5	3.2	3.6	3.2	3.7	3.6	3.4	3.4	3.8	3.4	3.5	3.7
Nudcd2	4.8	5.4	5.7	5.7	5.6	5.8	5.4	5.8	5.4	6.2	6.1	5.7	5.7	5.9	6
Nudcd3	2.7	3.4	3.7	3.4	3.6	3.6	3.5	3.7	3.8	3.5	3.8	3.8	4	3.9	4.1
Nudt1	3.9	5.5	5.6	5.2	5.3	5.1	5	5	5.3	5.6	5.6	5.5	5.1	5.9	5.8
Nudt10	1.7	0.3	1.6	0	1.9	0.5	2.1	1	1.7	0.5	0.9	1.1	0.7	1.8	2.5
Nudt11	1.1	1.1	2.3	2.2	2.6	2.3	2.8	2.3	1.8	2.2	2.1	2.4	1.1	2.5	2.7
Nudt13	0.4	0.8	1.5	1.2	0.9	0.9	0.3	0.6	1.1	0.8	1.1	0.6	0.2	1.9	1.3
Nudt14	3.3	5.1	4.5	5.1	4.6	5	4.7	4.8	4.5	5.2	5.3	5.4	5.3	5.6	5.5
Nudt15	1.6	1.5	1.3	2	0.9	1.3	0.5	0.6	1.6	1.7	1.8	1.7	0.3	1.1	2
Nudt16	0	1.1	0	0.6	0	0.5	0	0.3	0.3	0.9	0.8	1.6	0.9	1.9	1.6
Nudt16l1	3.8	5.4	5.3	5.1	5.3	5.2	5.2	5.3	5.6	5.7	5.9	5.7	5.6	5.6	5.9
Nudt17	1.5	0.9	2.4	1.7	2.1	2	1.8	2.2	1.7	2.8	2.5	2.5	0	3.3	2
Nudt19	3.6	5.3	5.2	5.1	5.1	5.4	5	5.6	4.9	5.7	5.2	5.4	5.6	5.5	4.7
Nudt2	3.2	3.8	4.8	4.1	4.6	4.2	4.3	4.3	4.5	4	5	4.3	4.5	5.5	4.6
Nudt21	6.3	7.4	7.4	7.7	7.4	7.7	7.4	7.6	7.5	7.9	7.8	7.8	7.8	7.8	7.8
Nudt22	2.8	3.1	3.9	3.5	3.8	3.7	3.7	3.8	2.6	2.4	4	4.1	3.2	4.1	3.4
Nudt3	3	4	3.5	3.7	3.8	3.5	4	3.2	3.6	3.8	4.1	4	4.2	3.9	3.7
Nudt4	1.9	1.6	2.5	2.7	2.7	2.8	2.8	2.8	3.4	2.8	3.4	2.9	3.6	3.6	3
Nudt5	4.5	5.5	5.6	5.7	5.5	5.5	5.3	5.3	5.7	5.8	6.1	6	6	5.8	5.6
Nudt6	0	0.8	0.4	0	0.6	0.6	0.8	1.1	0.8	2	1.3	0	0.8	0.4	0
Nudt7	1.4	0.8	1.6	2.8	0.8	2	0	1.1	0	0.4	2.4	1.3	0	2.9	0
Nudt8	3.1	3.7	4.3	4.2	4.2	4.3	4	4.4	4.5	4.8	4.9	4.4	4.6	5	4.8
Nudt9	3.2	4.4	4.3	4.1	4	4.2	3.6	4.2	3.7	4.7	3.9	4.2	4.4	4.1	4.2
Nuf2	2.6	3.8	3.7	3.9	3.9	3.9	4.1	3.8	4.2	3.6	4.4	4.1	4.7	4.3	3.9
Nufip1	2.5	3.3	3.6	3.5	3.4	3.6	3.1	3.6	3.5	3.7	3.5	3.6	3.7	3.9	3.3
Nufip2	3.3	3.8	3.6	3.8	3.7	3.9	3.8	4	3.8	3.7	3.8	3.9	3.6	3.9	3.8
Numa1	1.5	3.3	2.2	2.6	2.6	2.8	2.9	2.9	3.6	3.2	2.9	2.9	3.4	3.1	3.1
Numb	1.6	1.9	2.8	2	2.9	2.3	3	2.5	3	2.7	2.6	3	1.9	2.7	2.1
Numbl	1.2	0.7	1.5	0.7	1.3	1.3	1	1.9	1.5	1.2	0.8	2.4	1.5	1.5	1.7
Nup107	2.5	3.9	4.2	4	4.3	4	4.3	4	4.1	4.2	4.4	4	4.4	4.4	4.3
Nup133	2.5	3.1	3.3	3.2	3.2	3.2	3	3.2	2.9	3.4	3.3	3.4	3.6	3.4	3.6
Nup153	3.2	3.8	4.2	4.2	4.1	4.1	4	4	3.8	3.8	4.4	3.8	4.2	4.2	4.4
Nup155	2.1	3.5	2.9	3.3	3	3.3	3.1	3.2	3	3.4	3.3	3.5	2.8	3.3	3.5
Nup160	1.7	3.2	3	3.2	3.1	3	3.2	2.8	3.2	3.2	3.5	3.5	3.4	3.1	3
Nup188	2.1	3.1	3.2	3.1	3.1	3	2.9	2.9	3.4	3.4	3.2	2.9	3.7	3.4	3.6
Nup205	2.4	3.4	3.7	3.8	3.6	3.6	3.4	3.4	3.1	3.7	3.5	3.4	3.6	4.1	3.4
Nup210	1.8	2.2	2	2.3	2	2.5	1.9	2.6	1.7	2.4	1.3	2.4	1.7	1.7	2.2
Nup214	1.8	2.6	2.9	2.6	2.8	2.6	2.6	2.5	3.2	2.9	3.2	3	3.2	3.2	3
Nup35	3	4.5	4.1	4.3	4.1	4.2	4.1	4.1	4.2	4.6	4.6	4.3	4	4.8	4.5
Nup37	3.3	5.2	5.9	6	5.8	6	5.7	5.9	5.5	6.1	5.6	5.4	6.3	6	6
Nup43	4.5	5.8	6.4	6	6.3	6.1	6.1	6.1	6.2	6.5	6.6	6.6	6.4	6.5	6.2
Nup50	4	4.6	4.7	4.2	4.5	4.3	4.3	4.3	4.5	4.3	4.7	4.9	4.7	4.9	4.6
Nup54	3.3	4.2	4.3	4.3	4.1	4.3	3.9	4.3	4.3	4.5	4.7	4.7	4.3	4.7	4.8
Nup62	4	5.4	5.5	5.1	5.6	5.5	5.6	5.8	5.2	5.8	5.5	5.8	5.4	5.6	5.9
Nup62cl	0	1.9	1.7	0	1.8	0	1.8	0	0	0	0	0	1	4.1	1.8
Nup85	3.7	5.1	5.4	5.1	5.3	5.1	5.2	5.1	5.5	5.4	5.7	5.2	5.4	5.5	5.8
Nup88	4.2	4.8	4.7	4.5	4.6	4.3	4.4	4.1	4.2	5	5	4.3	4.7	4.7	4.2
Nup93	2.5	4.1	4.4	4.3	4.3	4.2	4.2	4	4.2	4.5	4.5	4.4	4.5	4.9	3.7
Nup98	1.9	2.2	2.2	2.4	2.1	2.4	2	2.3	2.6	1.9	2.2	2.3	2.4	2	2.4
Nupl1	1.8	3.2	2.8	2.7	2.7	2.7	2.5	2.7	3	3.2	2.7	1.9	2.1	2.6	2.3
Nupl2	0.8	1.8	1.1	1.2	1.2	1.6	1.2	1.9	1.6	1.7	2.2	3	2.9	2.6	2.1
Nus1	2.7	3.8	3.4	3.5	3.3	3.5	3.2	3.4	3.7	2.9	3.6	3.8	3.4	3.6	3.4
Nusap1	2.7	3.8	3.7	4	3.6	4	3.4	3.9	4.3	4.1	3.8	3.6	3.7	3.9	3.6
Nutf2	3	3.7	3.3	3.6	3.8	3.8	4.2	4	3.7	3.8	3.5	3.9	3.9	4.3	4.4
Nutf2-ps1	7.1	8.8	9.1	9.1	9	9	8.9	8.9	8.9	9.4	9.5	9.2	9.2	9.5	9.4
Nvl	3.5	4	4.3	4.3	4.3	4.3	4.3	4.3	4.4	4.3	4.5	4.6	4.4	4.7	4.3
Nxf1	3.9	5	5	5.1	5	5.2	4.9	5.2	4.8	5.1	5.5	5.3	4.9	5.3	5.3
Nxf3	0	0	0	0.2	0	0.1	0	0	0	0.1	0	0	1.2	0	0
Nxf7	0	0	0.2	0	0.1	0.3	0	0.5	0	1.3	0.6	0.4	0	0.7	0
Nxn	3.7	4	3.5	4	3.3	3.8	3	3.5	3.7	3.6	2.9	3.3	2.4	3.4	2.8
Nxph4	0	0	0	0	0	0	0	0	0.7	0	1.9	0	0	0	1.1
Nxt1	4	6	6.2	6.2	6.1	6.1	5.9	5.9	6	6.4	6.6	6.1	6.3	6	6.3
Nxt2	1.1	0.7	1.4	1.7	1.7	1.8	1.9	1.8	1.6	1.8	0.6	0.7	1.3	1.6	1.7
Nyap1	1.4	0.4	0	1.1	0.2	0.9	0.3	0.6	0.4	0.3	0.8	0.2	0.7	1.1	0
Nynrin	0.1	0.4	0.3	0.4	0.5	0.4	0.7	0.3	1.1	0.6	1.1	1.1	1.1	0.9	0.9
Oaf	1.4	1.2	0.5	0.2	0.6	0.2	0.6	0.2	0.9	0.5	1.9	0.9	1.6	1.2	1.4
Oard1	4.7	5.3	5.9	6.3	6.3	6.2	6.6	6	5.9	6.4	6.4	6.3	6.3	6.3	6
Oas1a	0	0.7	0.6	0.7	0.5	0.4	0.4	0	1.1	0.2	1.6	0.4	0	1.3	0.4
Oas1d	0	0	0	1.1	0.4	0.6	0.8	0	1.2	1.2	1.2	0	0	0	0
Oas1g	0	1.8	1.3	1.6	0.8	0.8	0.2	0	0.9	0.2	0.9	0.4	0.6	0.8	1.1
Oasl2	0	1.2	0.6	0.8	0.9	0.5	1.1	0.2	0.1	0.6	0.7	0.9	1.7	1.6	1.3
Oat	2.2	3.9	4.4	3.9	4.6	4.1	4.8	4.3	4.3	4.2	5	4.4	5.1	4.6	4.6
Oaz1	7.9	9.1	8.9	8.9	9	9.1	9	9.2	8.8	9.2	9.1	9.1	9.2	9.3	9.3
Oaz1-ps	5.2	7.1	8	7.8	7.9	7.4	7.8	6.9	7.9	8.2	8	7.9	8.5	8.1	8.2
Oaz2	3	4.6	5.4	4.6	5	4.6	4.5	4.6	4.7	4.6	5	5	4.5	4.6	4.9
Oaz3	0	0	0	0.8	0	0.8	0	0.8	0	0	0	0	0	0	0
Obfc1	2.1	3.4	2.4	3.4	2.7	3.1	3	2.8	2.5	3.3	3.4	3.4	2.4	3.1	2.1
Obox3	1	0.9	0.3	0	0.7	0	1	0	0.5	0	0.4	0.9	0	0	0
Obsl1	0.6	0.6	1	0.9	1	0.9	0.9	0.9	0.6	0.5	0.5	1	1.4	0.9	1.2
Ociad1	4.6	5.8	6	6	6.1	5.9	6.2	5.8	5.9	6.2	6.6	6.2	5.6	6.3	6.3
Ociad2	1.2	1.7	1.1	1.7	1.3	1.8	1.5	1.8	1.7	1.8	1.7	2.2	1.1	1.8	1.1
Ocln	0.9	1.8	2	1.9	1.5	1.8	0.9	1.6	0.1	1.2	0	1.2	1.6	0.3	0
Ocrl	1.2	1.8	1.8	1.9	1.7	2.1	1.6	2.2	2.6	1.7	1.1	1.8	2.7	1.7	2
Odc1	7	7.8	7.6	7.7	7.7	7.8	7.7	7.8	8	8	7.9	8.1	8.2	8	8.2
Odf2	2.5	3.4	3.6	3.3	3.3	3.5	2.9	3.6	3.2	3.5	3.8	3.3	3.7	3.9	3.3
Odf2l	2.4	2.7	2.6	1.6	2.4	2.2	2.1	2.8	3	2	1.8	2.4	2.7	2.5	1.5
Ofd1	1.7	1.7	2.1	1.9	2.1	2.1	2	2.2	1.9	2.3	1.8	2.2	2.7	1.8	2.4
Ogdh	7.2	7.5	7.1	7.2	7.3	7.2	7.5	7.2	7.3	7	7	7	7.6	7.4	7
Ogdhl	0.5	0.5	1	0.2	0.5	0.2	0	0.1	0.6	0.3	0.2	0.1	0	0.3	0
Ogfod1	0.9	0.8	0.7	1.5	1.2	1.6	1.6	1.6	1.7	1.6	1.3	1.4	1.4	2	2
Ogfod2	1.3	0.8	0.9	1.4	1.3	1.8	1.6	2.1	1.7	2.1	2.5	1.9	0.6	2.1	1.1
Ogfod3	1.8	3.3	1.8	2.9	2.5	2.6	3.1	2.3	2.2	2.2	3.1	3.4	2.9	2.8	3.3
Ogfr	3.8	4.2	4.4	4	4.2	4.4	3.9	4.7	4.5	4.8	4.5	4.3	4.4	4.5	4.3
Ogfrl1	0.9	2.2	1.6	1.4	1.1	1.4	0.5	1.3	1.5	1.6	1.7	1.9	2.1	1.6	1.6
Ogg1	0.6	1.8	1.6	1.2	1.4	1.3	1.2	1.4	2.2	2.2	2.1	2.7	2.2	1.6	1.6
Ogn	0	0.4	0.2	1.3	0.3	0.7	0.3	0	1.1	0.2	0.1	0.8	1	1.3	0.9
Ogt	2.4	2.9	3.7	3.6	3.6	3.9	3.4	4.1	4	3.4	4.3	3.8	3.8	3.7	4
Oip5	2.4	3.6	4.6	4.4	4.4	4.5	4.2	4.6	3.8	4.2	4.1	3.6	4	4.4	3.9
Ola1	5.1	6.1	6.2	6.2	6.3	6.1	6.4	6	6.2	6.5	6.5	5.8	6.2	6.7	6.4
Olfm1	1.1	2	1.4	2.4	1.6	2.4	1.8	2.3	2.5	1.8	1.8	2.5	2.7	2.5	1.9
Olfm2	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	0
Olfml2a	0.7	1	0.5	0.2	0.4	0.2	0.2	0.2	0.4	1.4	1.1	0	0.4	1.7	0
Olfml3	0	0.3	0	0	0	0.5	0	0.9	0	0.8	1.1	0	0	0	0
Olfr1018	0	0	0	0	0	0	0	0	0.9	0	0	0	0	2.4	1.7
Olfr1020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1046	2.6	0.5	0	0	0	0	0	0	0	0	0.4	0	0	0	0
Olfr1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1061	0	0	0	1.8	0	0.9	0	0	0	0.5	0	0	0	0	0
Olfr1066	0	1.2	0.5	1.6	0.7	1.4	0.8	1.2	0	0.5	0.4	0	0	0	0
Olfr1076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1086	0	0	0	1.3	0	0.7	0	0	0	0	0	0	0	0	0
Olfr1090	0	0	0	1.6	0	1.1	0	0.5	0.5	0	0.7	0.5	0	0	0
Olfr1112	0.9	0	2	1.3	1	0.7	0	0	0	2.3	0	0	0	2.2	0
Olfr1116-ps	0	0	1.2	0.6	0.6	0.3	0	0	0	0.8	0	0	0	0	0
Olfr1118	0	0	0	0	0.3	0.6	0.5	1.1	0	0	0	0	0	0	0
Olfr1123	2.1	0	0	0	0	0.5	0	0.9	0	0	0	0	0	0.8	0
Olfr1136	0.8	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1152	0	0	0	0	0	0	0	0	1.6	0	0	0	0	0	0
Olfr1153	0	0	0	0	0	0.5	0	0.9	0	0	0.4	0	0	0	0
Olfr1156	1.3	1.5	0	0	0.2	0.2	0.4	0.4	0	0	0	0	0	0	0
Olfr1161	1.4	0.8	1.7	0	1.3	0	0.8	0	0.8	0	0.3	0	0	0	0
Olfr1167	0	1.3	0	0.5	0	1.2	0	1.9	0	0	0	0.4	0.4	0	0
Olfr1168	1.9	0	0	0	0	0	0	0	0.9	1.1	0	0	0	0	0
Olfr1186	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
Olfr1189	0	0	0	0	0	1	0	1.9	0	0	0	0	0	0	0
Olfr1201	0	0.5	0	0	0	0	0	0	0	0	0	0	0	1.1	0
Olfr1233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1245	0	0	0	0	0.5	0	1	0	0	0	0	0	0	0	0
Olfr1256	0	1.2	0	0	0	0	0	0	0	0	0	0.9	0	0	0
Olfr1259	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1288	0	0	0	1	0.7	1	1.4	0.9	0.5	0	0	0	0	0	0
Olfr1289	0	0	0.9	0	0.5	0	0	0	1.2	1.2	0	0	0	0	0
Olfr1294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1308	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Olfr131	0	0	1.1	0	0.6	0	0	0	0	0	0	0	0	0	0
Olfr1311	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1313	0	0.5	0	0	0	0.3	0	0.5	0	0	0	0	0	2.4	0
Olfr1316	1.5	1.4	1.6	1.6	1.1	0.8	0.5	0	0	0.8	0	0	0	0	0
Olfr1325	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1353	0.7	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0.3
Olfr1354	0	0.8	0	0.9	0	0.5	0	0	0	0	0	1.4	0	0	0
Olfr137	0	0	0.8	1.3	0.4	0.7	0	0	0	0	0	0	0	0	0
Olfr1372-ps1	0	1	1.4	1	0.7	1.2	0	1.4	0	0	1.2	1.9	0.9	2.3	2.8
Olfr1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr140	0	0	0	0	0	0.6	0	1.2	0	1.4	0	0	0	0	0
Olfr141	0	0.5	0	0	0	0	0	0	0	0	0	0	0	1.4	0
Olfr142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1431	0	0	1.4	0	0.7	0	0	0	0	0	0	0	0	0	0
Olfr1437	0	0	0.5	1	0.3	0.5	0	0	0	0	0	0	0	0	0
Olfr1443	0	0	0.2	0	0.1	0.1	0	0.2	0.3	0	0	0	0	0	0
Olfr1446	0	0	0	0	0	0.8	0	1.5	0	0	0	0	0.9	0	0
Olfr1449	1.9	0	0	0	0	0	0	0	0.9	0	0	0	0	1.3	0
Olfr1450	1.8	0	0.5	0	0.3	0	0	0	0	0	0.6	0.8	0	2.1	0
Olfr1494	0	0	0	0	0	0.6	0	1.2	0	1.6	0	0	0	0	0
Olfr1495	0	0	0	0	0	0.7	0	1.4	0	0	0	0	0	0	0
Olfr150	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
Olfr1508	1.1	0	0.9	0	0.5	0	0	0	1.2	1.9	0	0	0	0	0
Olfr1537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr190	0	0	1.2	0.6	0.6	0.6	0	0.5	0	0	0	0	0	0.4	0
Olfr191	0	0	1.4	0	0.7	0	0	0	0	0	0	0	0	0	0
Olfr192	0	0.5	0	0.6	0	0.6	0	0.5	0	1.4	0	0	0	1.1	0
Olfr197	0	0	0	0	0	0.3	0	0.5	0	1.1	0	0	0	0	0
Olfr199	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr207	0	0	0	2	0	1.3	0	0.5	0	0	0	0.9	0	0	0
Olfr223	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr23	0.9	0.5	0	0	0	0.5	0	0.9	0	0	0	0	0	0	0
Olfr262	0.9	0.9	0.8	0	1.1	0	1.4	0	0	0	0.7	0	0	0	0
Olfr291	1.3	0	0	0	0	0	0	0	1.4	0	0	0	0	0	0
Olfr298	0	0	0	0	0.3	0	0.5	0	0	0	0	0	0	0	0
Olfr308	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	1.6
Olfr365	0	1.7	0	0	0	0	0	0	0	0.5	0	1.9	0	0	0
Olfr39	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr395	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr406	0	0	0	0	0.9	0	1.7	0	0	0	0	0	0	0	0
Olfr411	1.4	0	0	0	0.4	0	0.8	0	0	0	1.2	0	0	0	0
Olfr414	0.9	0	0	0	0	0.3	0	0.5	0.9	0	0	0	0	0	2.5
Olfr452	1.5	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr456	1.7	0	0	0	0	0	0	0	0	0	0	0	0	1.7	0
Olfr466	0	0	0	0	0	0	0	0	0	1.4	0	0	0	0	0
Olfr470	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr479	0	0	0	1.3	0	0.7	0	0	0	0	0	0	0	0	0
Olfr483	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0
Olfr484	0	0	0	0	0	0	0	0	0	0.5	0.4	0	0	0	0
Olfr494	0	1.2	0.8	0	0.4	0	0	0	0.5	0	0	0	0	0	0
Olfr498	0.9	0.5	0	0.5	0.8	0.3	1.5	0	0	0.4	1.2	0	0	0	0
Olfr50	0	0	0	0	0.5	0	0.9	0	0	0	0	0	0	1.1	0
Olfr503	0	1.2	0	0	0	0	0	0	0	0	0.4	0	0	0	0
Olfr52	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0
Olfr554	1.5	0	1.1	0	0.6	0	0	0	0	0	0	0	0	0	0
Olfr557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr572	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr576	0	0	0	0	0.7	0.3	1.4	0.5	0	0	0	0	0	0	0
Olfr58	0	1	0	0	0	0	0	0	0	0	0	0	0	0.6	0.8
Olfr612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr613	4	2.6	2.8	2.6	2.7	2.8	2.5	2.9	2.2	2.2	2.2	2	1.6	2.3	1.7
Olfr628	0	0	0	0	0.3	0	0.5	0	0	0	0	0	0	0	0
Olfr63	0	0	0	0	0	0	0	0	0	0	0	0	1.6	0	0
Olfr631	0	0	0	0	0.2	0	0.3	0	0	0	0	0	0	0	0
Olfr649	0.9	0	0	0	0.7	0	1.4	0	0	0	0	0	0	0	0
Olfr657	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0.8	0
Olfr658	0	0	0.4	0.3	0.4	0.3	0.3	0.3	0	0	0	0.5	0	0	0
Olfr665	0	0	0	0	0	0.3	0	0.5	0	0	0	0	0	0	0
Olfr669	0	1.2	0.5	0	0.3	0	0	0	0	0	0	0	0	0	0
Olfr678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr689	0	0	0	0	0.6	0	1.1	0	0	0	0	0	0	0	0
Olfr729	0	0	1.7	0	1.5	0	1.3	0	0	0	0.6	0	0.9	0	0
Olfr735	0.8	0	0	0	0	0	0	0	1.3	0	0	1.4	0	0	0
Olfr745	0	0	0	0	0	0.2	0	0.4	0	0	0	0	0	0	0
Olfr763	0	0	0	0	0	0.9	0	1.7	0	0	1.3	0	0	0	0
Olfr767	0	0	0	0	0.6	0	1.2	0	0	0	0	0	0	0	0
Olfr77	0.6	0.7	0	0.2	0	0.4	0	0.6	0.2	0.2	0	0	0	0	0.7
Olfr771	0	0	0	0.6	0	0.3	0	0	0	0	0	0	0	0	0
Olfr772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr773	0	0	0	0	0	0.6	0	1.2	0	0	0	0	0	0	0
Olfr786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr790	1.8	1.6	0	1	0	0.5	0	0	0	0	0	0	0	0	0
Olfr814	0	0	0	0	0	0	0	0	1.2	0.5	0	0	0	0	0
Olfr815	0	0	0	0	0.4	0	0.8	0	0	1.9	0	0	0	0	0
Olfr830	0	0	0	0	0.3	0	0.5	0	0	0	0	0	0	0	0
Olfr837	0	0	0	0	0.2	0	0.4	0	0	0.4	0	0	0	0	0
Olfr843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr846	0	0	1.1	0	0.6	0	0	0	0	0	0	0	0	0	0
Olfr849	0	0.9	0	0	0	0	0	0	0	0.5	1.3	0	0	0	0
Olfr853	0	0	0	0.6	0	0.3	0	0	0	0	0	0	0	0	0
Olfr855	1.8	0	0	0	0	0.6	0	1.1	0	0	0	0	0	0	0
Olfr856-ps1	5.4	4.4	4.2	4.1	4.1	4.3	3.9	4.5	4.3	4.2	4.2	3.9	3.5	3.7	3.9
Olfr867	1.8	0	0	0.9	0	0.5	0	0	0	0	0	0	0	0	0
Olfr869	2.1	0	0	0.5	0	0.3	0	0	0	0	0	0	0	0	0
Olfr872	0.8	0	0	0	0	0.2	0	0.4	0.4	0.4	1.1	0	0	0	0
Olfr881	0	0	0	0	0.7	0	1.4	0	0	0.5	0	0	0	0	0
Olfr891	0	0	0	0	0	0.6	0	1.2	0	0	0	0	0	0	1.4
Olfr894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr910	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr911-ps1	1.9	0	0.5	0	0.3	0	0	0	0	0	0	0	0	0	0
Olfr915	0	0	0	0	0.6	0	1.1	0	0	0	0	1.6	0	0	0
Olfr921	0.6	0.3	0	0	0	0	0	0	0	0.3	0	0	0	0	0
Olfr923	0	1.1	0	0	0.2	0	0.4	0	0.4	0	0	0	0	0	1.3
Olfr944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr955	0	0.9	1.1	0	0.6	0	0	0	0	0	0	0	0	0	0
Olfr984	0	0	0	0	0	0	0	0	0	0.5	0	1.9	0	0	0
Olfr996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olig1	0	0	1.1	0.2	1.9	0.4	2.7	0.6	2.8	0	3.2	1.1	3.1	2.5	2.8
Olig2	0	0	0	0	0.3	0	0.5	0	1.1	0	1.8	1.9	1.7	1.4	2.6
Olr1	0.5	0.3	0	0	0	0	0	0	0.5	0.1	0	0.3	0	0	0
Oma1	2.2	2.2	2.6	3.4	2.6	2.5	2.5	1.5	1.4	2.9	2.5	2.5	2.4	2.6	2.3
Omd	8.1	8.1	7.8	8.2	8.1	8.1	8.3	7.9	7.9	7.7	7.5	7.7	8.1	8.1	7.6
Omg	0	0.7	0.5	0	0.7	0.1	0.8	0.2	0	0.5	0.7	1.5	0	0.3	0.2
Ooep	1.9	2.3	1.9	2.8	2.5	2.8	3.1	2.7	3	3.5	3	3.4	3.1	2.5	2.9
Opa1	1.4	2.6	2.7	2.7	2.7	2.6	2.7	2.4	1.9	1.7	2.5	2.8	2.2	2.6	2.9
Opa3	2.1	2.3	3.1	2.8	3.1	2.5	3	2.1	2.6	2.8	3.6	3	3.2	3.1	3.4
Ophn1	0.2	1.7	1.5	1.1	1.2	1.1	0.9	1	1.1	0.8	1.9	1	1.5	0.9	1.9
Opn1sw	0.4	0.2	0	0.7	0	0.4	0	0	0.6	0	0.4	0.3	0.8	0	0.8
Opn3	0	0.3	0.7	0	0.9	0.4	1	0.7	1.2	1.9	0.8	0.7	2.2	2.3	1.8
Oprk1	0.5	0.3	0.1	0.1	0.1	0.1	0	0	0	0.5	0	0	0.3	0.1	0
Oprl1	0	0	0.4	1	0.2	0.8	0	0.6	0	0.3	0	1.1	0	1	1.2
Optn	0.9	0.5	1	0	1	0.3	1	0.5	1.4	0.8	0.3	0	0.7	1.1	1.1
Orai1	1.6	0.7	0.9	1.3	0.8	1.4	0.6	1.5	1.5	0.6	1.6	1.2	1.8	1	2.4
Orai3	1.3	1.8	2.2	2.2	2.1	2.2	1.9	2.2	1.7	3	2.7	2.6	2.6	2.6	2
Oraov1	2.2	0.2	2.2	1	1.7	1.5	1.2	2	2.2	1.5	1.5	1.3	1.3	2.2	1.6
Orc1	2.7	3	3.7	3.5	3.6	3.7	3.4	3.8	3.8	3.8	3.6	4	3.7	3.8	4.4
Orc2	3.4	4.2	4.5	4.8	4.4	4.4	4.3	4	4.1	4	4.7	4.6	4.4	4.2	4.3
Orc3	2.3	2.9	3	3.2	3.1	3.4	3.2	3.6	3.5	3.7	3.8	3.4	3.4	3.6	4
Orc4	3.1	3.7	4.1	3.8	3.8	4	3.5	4.1	3.6	4	4	3.4	3.1	3.8	4.3
Orc5	3.4	4.4	4.8	3.8	4.6	3.9	4.4	3.9	4.4	4.2	5.2	4.6	4.7	4.1	4.3
