Genes	2EA(1)	2EP(1)	2EA	2EP	3EA	3EP	4EA	4EP	5EA	5EP	6EA	6EP	7EA	7EP	8EA	8EP
Mtmr10	0	0.8	0	0.8	0	0	0	0.7	0	1.4	0	0.3	0.3	1.1	0.3	0.3
Mtmr11	0	0	0	0	0.8	0	0.9	0.8	0.9	1.5	2.1	3.2	2.8	0.6	4.2	1.6
Mtmr12	0	0.4	0	0.4	1.3	0	0.7	0.3	0	0.6	1.4	1.4	0	0.4	1.6	0.5
Mtmr14	2.2	0	2.2	0	0	0.4	1	0.9	1.9	1.4	0	2.7	2.4	1.9	2.7	3.2
Mtmr2	0.7	4	0.7	4	0	2.5	1.1	2.5	2.2	2.5	1.2	2.5	3.8	4	4.5	3.4
Mtmr3	0	0	0	0	0	1.3	0.3	0.9	0.5	0.4	0	1.5	1.2	1.3	1.8	2.5
Mtmr4	0	1.3	0	1.3	0	1.3	0.8	1.8	1.5	2.2	1.4	3	2.5	2.6	1.7	2.3
Mtmr6	0	0.4	0	0.4	0	1.7	0	1.1	0	0.5	0.5	1.9	1.8	2.4	2.4	1.5
Mtmr7	0.6	2.2	0.6	2.2	2.4	2.5	2.2	1.9	1.9	1.2	1.5	2.6	3	2.7	2.3	1.9
Mtmr9	0	0	0	0	0.9	0.5	0.5	0.3	0	0	1.4	1.5	0.5	1.1	1.6	1.2
Mto1	0	1.2	0	1.2	0	1.3	0	1.6	0	1.8	1.4	0.8	1.9	3.2	3.5	1.9
Mtor	0.3	0	0.3	0	1.3	0.3	0.8	0.4	0.3	0.5	1	1.9	0.4	1.5	1.1	1.1
Mtpap	0.8	1.9	0.8	1.9	0	1.4	0.6	1.1	1.2	0.7	0.3	1.7	1.4	1.9	2.8	2.2
Mtpn	3.5	4.4	3.5	4.4	4.2	1.2	3.9	2.1	3.5	2.9	3.3	4.9	4.4	4.1	4.5	4.4
Mtr	0	0	0	0	0	0	0.6	1.1	1.2	2.1	0.2	0	0	0.5	0.4	0
Mtrf1	0	0	0	0	0	0	0	0	0	0	0	1.3	0.7	0	0	0
Mtrf1l	0	0	0	0	0	0	0.6	0	1.2	0	0.3	1.8	0.5	1	0.3	0.7
Mtrr	0	0	0	0	0.7	0.6	0.6	0.3	0.5	0	1.9	2.8	1.9	2.7	1.8	1
Mtss1	0	0	0	0	0.5	0.8	0.4	0.4	0.2	0	0.7	1.8	1.5	1.3	1.2	0.8
Mtss1l	0.8	1.5	0.8	1.5	0	1.4	0	0.7	0	0	0	0	0.4	0.7	0	0.4
Mttp	2.7	3.2	2.7	3.2	0.6	1.3	1.7	1.6	2.7	1.8	3.9	4.6	3.5	3.2	4.8	5.6
Mtus1	2.4	0.4	2.4	0.4	1.4	0.5	1.8	0.4	2.1	0.2	1.4	1.5	2.6	3	2.8	0.8
Mtx1	1.8	4.2	1.8	4.2	2.8	3	2.8	1.5	2.8	0	3.7	3.8	1.3	4.1	4.4	4.6
Mtx2	3.8	0	3.8	0	0	0	2.1	0.7	4.1	1.3	0.6	4.4	1.5	4.6	4.4	3.8
Mtx3	1.4	0	1.4	0	0	0	0.1	1	0.2	1.9	0	0	1.3	0.8	1.6	1
Muc13	0	2.8	0	2.8	0	2.8	2	2	3.9	1.1	4	5	1.6	2.5	3.9	4.3
Mul1	2.3	0.5	2.3	0.5	0	0.3	0.5	0.7	0.9	1.1	1.9	2.8	1.8	0.8	2	3.1
Mum1	0.6	2.3	0.6	2.3	0	1.4	0.9	2.3	1.7	3.2	2.6	3.2	2.1	3.5	0.6	3.1
Mum1l1	1.8	4.5	1.8	4.5	0	2.8	1.9	2.4	3.8	2	3.7	5.1	4.9	2.5	5.1	5.1
Mup2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3
Mup6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mup9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Murc	1.5	2.6	1.5	2.6	1.1	0	0.6	0	0	0	0	3.3	0.8	0	0	0
Mus81	1.5	3.6	1.5	3.6	0	0.5	0	1.9	0	3.2	0.9	0.7	0.9	2	0.6	2.6
Mustn1	0	0	0	0	0	2.1	0	1.1	0	0	0	0	0	0	0	0
Mut	2.2	1.1	2.2	1.1	0	1.1	1.4	1.5	2.8	1.8	0.4	2.1	2.4	2.9	1.8	3.2
Mutyh	2.2	0	2.2	0	0	0	0	0	0	0	0	3.1	2.4	2.2	1.4	0
Mvb12a	3.1	3.9	3.1	3.9	2.5	4.1	2.3	4.2	2.1	4.2	2.2	5.2	3	4.2	5.9	6.4
Mvb12b	2.4	0	2.4	0	0.5	0.6	0.7	0.3	0.8	0	2	0.4	0.6	2	2.3	2.1
Mvd	2.9	2.1	2.9	2.1	0	0	0.5	0	1	0	2.1	3.3	1.7	3.2	1.6	0
Mvk	0	0	0	0	0	0	0.3	0.3	0.6	0.6	0	0	0.4	2.5	3.3	3.3
Mvp	0	0	0	0	0	0.4	0.4	0.2	0.7	0	1.9	0.7	0.2	0.6	0.5	0.6
Mxd1	0	2.4	0	2.4	0	0	0.5	1.1	0.9	2.1	1.3	1.4	0	0.4	0.2	0.1
Mxd3	0	0	0	0	4.4	1.7	2.2	2.3	0	2.9	0.6	0	0	1.9	0	0
Mxd4	0	0	0	0	0	0	1.3	0	2.5	0	0	0	0	0	0	0
Mxi1	0	0	0	0	0	0	0.9	0.6	1.7	1.2	0	1.4	1.8	1	0	0.2
Mxra7	0	0	0	0	0	0.6	0.3	1	0.6	1.3	2	3.5	3.2	3.8	3.5	3.3
Mxra8	0	0	0	0	0	0	0	0	0	0	0	0	1	2.4	0	0
Myadm	2.6	3	2.6	3	3.2	1.9	3.5	2.6	3.8	3.3	2	1.6	3.8	4.1	3.4	2.9
Myb	2.2	0	2.2	0	1.2	0.8	0.6	0.9	0	1	0	0	0.9	0	0.7	0
Mybbp1a	3.9	4.5	3.9	4.5	4.1	4	3.9	4.4	3.7	4.7	4.3	5.8	4	4.8	5.1	5.4
Mybl1	0	0	0	0	0	0	0	0	0	0	1.3	0	0	1.6	0	0
Mybl2	1.6	3.8	1.6	3.8	1.1	1.8	1.4	0.9	1.7	0	2.8	2.9	2.2	2.8	3.7	3.7
Myc	0.8	2.9	0.8	2.9	0	0	1.3	0	2.5	0	0	0.9	0.3	3.2	1.2	3
Mycbp	2.9	2.6	2.9	2.6	3.1	3	3.6	2.3	4.1	1.5	4.3	4.8	3.2	4	3.6	3.8
Mycbp2	1.3	2.3	1.3	2.3	0.2	0.6	1.5	1.5	2.7	2.3	1.7	1.9	2.4	2.2	2.5	2.5
Mycl1	0	0	0	0	0	0.3	1.4	0.2	2.7	0	1.3	1.1	2.3	2.1	1.4	1.1
Mycn	2.7	2.1	2.7	2.1	3.1	0.7	3.1	1.7	3	2.6	2.4	4.7	3.4	4.9	4.6	4.5
Myct1	0	0	0	0	1.4	0	0.7	0	0	0	0	0	0	0	0	0
Myd88	0	0	0	0	0	2.1	0	1.1	0	0	0	0	2	0	0	1.7
Myef2	2.6	2.8	2.6	2.8	1.3	0.8	1.4	2.1	1.4	3.3	3.3	4.2	2.1	4.5	2.4	3.9
Myeov2	7.5	5.9	7.5	5.9	0	6.1	3.5	7.1	7	8.1	7.7	8.7	6.8	8.7	8.3	7.9
Myg1	0	3.2	0	3.2	2.1	3.2	2.6	2.4	3.1	1.5	2.5	4.1	4.2	4.1	4.7	4.1
Myh10	1.4	1.4	1.4	1.4	0.9	0.9	0.6	1	0.3	1.1	0.8	2.8	1.5	2.8	0.8	2.1
Myh9	3.6	3.4	3.6	3.4	1.8	2.4	2.3	2.6	2.7	2.7	2.6	3.5	3.3	2.5	3.2	2.7
Myl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4
Myl12a	3.1	5.1	3.1	5.1	4.6	4	3.9	4.2	3.1	4.4	4.2	6	5	5.3	5.7	5.8
Myl12b	1.7	2.6	1.7	2.6	0	0	1.3	2.5	2.6	5	4.7	6	3.3	5.6	6.3	6.6
Myl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myl6	8.2	8.3	8.2	8.3	7.3	7	7.6	7.7	7.8	8.3	8.8	9.3	8.5	8.4	9.2	9.2
Myl7	4.4	0	4.4	0	0	2.8	2.1	1.4	4.2	0	4	1.5	3.8	1.2	5.2	0
Myl9	0	0	0	0	0	0	0.7	0	1.4	0	0	0	0	0	0	0
Mylip	0	0	0	0	0.8	2.3	1.8	1.5	2.7	0.6	3	1.2	2.2	1.9	2.3	2.8
Mylpf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Mynn	0	1.4	0	1.4	0	0.7	0	0.4	0	0	0	1.2	0	1	1.2	1.8
Myo10	2	1.7	2	1.7	1.4	1.2	1.2	1.1	1	1	0.8	2.4	1.5	2	2.2	1.4
Myo18a	0.8	0.5	0.8	0.5	0	0.3	0.5	1.1	0.9	1.8	1.8	3.4	2.1	1.8	2.9	3.1
Myo19	0	0	0	0	2.3	0	1.2	0	0	0	0.2	1.5	1.4	1.7	1.6	1
Myo1b	2	2.2	2	2.2	2.2	1.8	2.2	2.1	2.1	2.3	2.7	2.6	2.7	2.6	3.4	2.7
Myo1c	1.4	0.6	1.4	0.6	0	0.9	1	0.8	1.9	0.6	1.2	0	2	0.5	1.1	1
Myo1d	0	2.3	0	2.3	0.5	0	0.4	1.1	0.2	2.2	0.4	0	0.8	1	0	0.2
Myo1e	2.3	0.9	2.3	0.9	0	0	0	0.5	0	0.9	0.8	0.1	0.5	0.6	0	1
Myo5a	1	0.3	1	0.3	0	0.3	0.2	0.2	0.3	0	0	0.2	0.3	1.4	0.1	0
Myo5b	0	0.3	0	0.3	0	1.4	0.2	1.9	0.3	2.3	0.4	1.4	0	1.1	1.7	0.9
Myo5c	0	0	0	0	0	0	0.2	0	0.3	0	0	0	0	0	0	0
Myo6	2.5	1.8	2.5	1.8	2	2.3	2.5	2.5	2.9	2.6	3.6	4.5	2.9	3	4.2	3.7
Myo7a	1	2	1	2	1.1	0.6	2.1	1.3	3	1.9	2.8	2.6	2.6	1.1	3.6	1.7
Myo9a	1.7	0.3	1.7	0.3	0.2	1	0.4	1	0.5	1	0.5	0.7	1.2	1.4	1.9	0.7
Myo9b	0.8	0	0.8	0	2.2	0.4	1.5	1.2	0.7	2	0.6	1.9	0.7	1.4	1.8	0.9
Mypop	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.7	0
Myrf	2.2	0.6	2.2	0.6	0	0.7	0.7	0.4	1.3	0	0.1	1.6	1.2	1.3	0.1	0
Mysm1	0.6	0.6	0.6	0.6	0	0.2	0.8	0.8	1.6	1.3	0.9	1.3	2.5	2.4	2.1	1.8
Mzb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mzf1	2.7	0	2.7	0	0	0.6	0	0.3	0	0	0	0	0	0	0	0
Mzt1	0	0	0	0	1.6	0.5	1.2	1.7	0.8	2.9	1.9	3.2	1	2.5	3.2	2.1
Mzt2	0	2.5	0	2.5	0	1.6	1.9	0.8	3.7	0	3.8	3.2	2.2	4	3.1	3.2
N4bp1	1.9	0	1.9	0	0	1.5	1	1.8	2	2.1	2.3	2.7	2.7	2.3	2.8	1.2
N4bp2	1.9	2.7	1.9	2.7	1.7	0.2	2.1	1.9	2.4	3.5	1	2.6	2.6	2.5	1.7	1.3
N4bp2l1	0	0	0	0	0	0	0	0	0	0	1.3	0	0	0	0	0
N4bp2l2	1	2.5	1	2.5	1.8	0.2	1.8	0.5	1.7	0.7	3	3.3	2.2	3	3.6	2.6
N4bp3	0.8	0	0.8	0	0	1.8	0.9	0.9	1.8	0	0	0	0	1.5	0.2	0
N6amt1	0	0	0	0	1.2	0.6	1.7	1.3	2.1	2	1.3	3.4	3.2	2.9	3.8	4.2
N6amt2	0	2.8	0	2.8	0	2.2	0	3.3	0	4.3	5.8	4.4	3.5	6.2	4.3	6.5
Naa10	4.7	4.6	4.7	4.6	4.6	2.5	3.8	4.1	2.9	5.7	5.8	5.1	4.7	5.2	4.9	5.7
Naa11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naa15	2.6	3.8	2.6	3.8	3.2	1.3	2.8	1.9	2.4	2.4	2.9	4.6	3.8	4.7	4.3	3.8
Naa16	1	1.5	1	1.5	1.1	2.2	1.3	2.8	1.4	3.3	1.4	2.1	1.9	3.4	3.3	2.6
Naa20	2.7	4.3	2.7	4.3	6.1	2.1	4.6	1.8	3.1	1.4	4.4	4.6	3.8	6.1	4.4	5.2
Naa25	0.7	3	0.7	3	0	2.8	1.2	2.3	2.4	1.8	3.8	4	3.3	2.9	3.3	3.2
Naa30	1.1	0	1.1	0	0.6	2.5	1.8	2.2	2.9	1.8	0.6	3.3	2.1	3.5	2	2.9
Naa35	4.2	1.9	4.2	1.9	3.9	1.7	3.2	1.7	2.4	1.6	3.4	3	3.5	3.8	3	3.2
Naa38	5.8	3.9	5.8	3.9	2.2	0	3	1.4	3.8	2.7	2.9	6.9	6	7.3	6.3	5.9
Naa40	0	0.5	0	0.5	0.7	1.6	0.4	0.8	0	0	2.1	1.4	2.3	2.1	2.5	2.5
Naa50	2.6	2.5	2.6	2.5	1.8	2.6	2	2.3	2.2	2	3	4.8	3.6	4.7	4.5	4.2
Naa60	0.8	0	0.8	0	0	2.2	1	2.3	1.9	2.3	0.8	4.8	3.6	3.2	2.9	2.9
Naaa	0	2.8	0	2.8	0	0	0	0	0	0	1.4	2	1.2	2.2	2.3	3
Nab1	0.8	1.9	0.8	1.9	0	0.2	0	0.1	0	0	0.6	0	0	0	0	0
Nabp1	0	1	0	1	1.4	0	1.6	0.6	1.7	1.1	0.5	1.9	2.4	3	1.8	1.3
Nabp2	3.1	3.7	3.1	3.7	0	1.5	1.2	2.7	2.4	3.9	1.8	5.1	4.7	5.4	4.6	4
Naca	7.7	7.8	7.7	7.8	6.2	5.8	6.3	6.9	6.4	7.9	7.2	8.4	7.7	9.1	8.3	8.8
Nacc1	2	2.5	2	2.5	1.6	2.3	2.5	2.5	3.3	2.6	2.9	3.9	1.5	3.9	3.4	3.1
Nadk	0	2.3	0	2.3	0	1.8	0.6	1.4	1.2	0.9	3.2	4.5	1.9	2.9	4	4.6
Nadkd1	1	1.5	1	1.5	1.8	0.3	1.1	1	0.3	1.6	1.1	2.6	3.2	3.7	1.8	2.3
Nadsyn1	1.6	0	1.6	0	0.9	0	0.5	0.9	0	1.7	0.7	2.8	0.5	2.3	1.5	0
Nae1	0	3.1	0	3.1	0	2.9	1.8	2.6	3.6	2.3	4.3	4.5	3.3	3.5	2.9	4.2
Naf1	1.2	0.6	1.2	0.6	0.8	2.5	1.4	3.2	2	3.9	3.6	4.3	2.6	4.5	3.1	3.6
Naga	0	0	0	0	0	0	0	0	0	0	2.6	0	1.7	1.3	2	3.5
Nagk	0	1.1	0	1.1	2.2	0	2.3	0	2.3	0	0	4.3	2.4	0	2.2	1.1
Naglu	0	0	0	0	0.9	0	0.5	0	0	0	0	1.4	0	1	1.7	0
Nagpa	0	0	0	0	0	0.5	0	0.3	0	0	1.5	2.8	3.2	2.9	3	1.8
Naip5	0	0.3	0	0.3	0	0.2	0	0.1	0	0	0	0	1.8	0	0	0
Naip6	0	0	0	0	0	1.2	0	0.6	0	0	0.4	0	0	0	0	0.6
Nampt	3.2	3	3.2	3	2.7	1.1	1.7	1.7	0.6	2.3	0.7	0.2	2.3	2.8	3.2	3
Nanog	3	2.7	3	2.7	3.9	2.6	3.4	2.9	2.9	3.1	3.3	4	4.3	4.8	3.1	3.5
Nanos1	0	0	0	0	0	0	0	0.6	0	1.2	0.4	0	0	0	0	0.2
Nanos3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nanp	0	3.1	0	3.1	2.6	0	1.9	0	1.2	0	1.5	3.2	0	2.9	3.5	1.9
Nans	0	3.7	0	3.7	0	1.3	1.3	1.4	2.5	1.5	2.4	2.7	0.9	3.4	3.2	3.3
Nap1l1	6.4	7.3	6.4	7.3	6.7	4.9	6.7	5.4	6.6	5.8	6.6	7.7	6.4	8.1	6.5	6.9
Nap1l2	0	0	0	0	0	0	0.4	0	0.7	0	0	0	0	0	0	0
Nap1l3	0	0	0	0	0	1.4	0.9	0.7	1.8	0	0	0	0	0.5	0	0
Nap1l4	3.9	4.5	3.9	4.5	3.9	3.3	4	3.6	4	3.8	3.5	5.3	5.2	5.4	4.3	4.9
Nap1l5	0	0	0	0	0	0	0.6	0	1.2	0	0	0	0	0	0	0
Napa	3.8	3.2	3.8	3.2	1	3.1	2.1	3	3.1	2.8	2.9	5	4.2	4.9	5.8	4.8
Napb	0	0	0	0	0	0	0.2	0.3	0.3	0.5	0	0	0.4	0	0.9	0
Napepld	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0
Napg	1	0.5	1	0.5	1.5	0.6	0.8	1.6	0	2.5	1.4	2.4	2.4	3.2	1.3	2.9
Naprt1	0	0	0	0	0	1.3	0.9	2.1	1.7	2.9	2.9	0	0.4	1.3	0.3	1.8
Narf	1.2	0	1.2	0	1.6	0.8	1.1	1	0.6	1.2	0	2.2	0	1.7	1	1
Narfl	2.2	3.2	2.2	3.2	0	2	0.7	2	1.4	1.9	0	2.6	2	0.3	2.4	3.6
Narg2	0	2.2	0	2.2	0	0	0	0.3	0	0.5	2	1.7	1.5	1.7	1.9	0.9
Nars	5	4.4	5	4.4	2.9	4.1	4	4	5	3.8	5.1	5.8	4.7	6.1	5.6	5.7
Nars2	0	0	0	0	0	0.3	0.7	0.9	1.3	1.5	1	0	0.2	1	2.1	1.5
Nasp	5.7	4.7	5.7	4.7	4.7	4.1	4.9	5.1	5	6	5.8	6.6	5.8	7.5	6	6.2
Nat1	0	0	0	0	0	1.6	0	0.8	0	0	0	0	0	0	0	0
Nat10	2.1	3.3	2.1	3.3	2.5	0	2.5	1.4	2.4	2.7	2.6	4.2	3.3	4.3	3.8	4.1
Nat14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nat2	0	0	0	0	0	0	0.8	0	1.5	0	0	0	0	1.8	1.9	1.6
Nat6	0	0	0	0	3.2	0	2.2	0	1.2	0	0	0.3	1.7	1.1	3.8	2.9
Nat8	0	0	0	0	0	0	0	0	0	0	4.8	0	0	2.6	2.7	2.7
Nat8l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nat9	0	0	0	0	0	0	1.2	0	2.3	0	1.7	0	2.8	1	0.8	1.7
Nav1	0.6	0.8	0.6	0.8	0	0.3	1.1	0.7	2.1	1	0.9	2	1.6	2.4	2.3	1.8
Nav2	0.4	0	0.4	0	0.3	0.2	0.5	0.1	0.7	0	0.7	0	0.2	0.2	0	0.1
Nbas	0.6	1.2	0.6	1.2	0	0	0.2	0.1	0.4	0.2	1.3	1.6	0	1.9	2	1.8
Nbea	0	0.2	0	0.2	0	0	0	0.1	0	0.1	0.4	0.1	0.2	0.9	0	0.1
Nbeal1	1.9	1.4	1.9	1.4	1.5	1	1.6	1	1.7	1	1.2	2.1	1.3	1.7	1.3	2.4
Nbeal2	0	0	0	0	1	0	1.1	0	1.1	0	0.2	0	0.4	0.1	0.4	1.3
Nbl1	0	0.9	0	0.9	0	0	0	0.8	0	1.6	0	0	0	0	0	0
Nbn	0	3	0	3	2.7	0	1.4	1.2	0	2.3	2.1	3.1	1.9	3.3	2	0.9
Nbr1	0.8	0.4	0.8	0.4	0	0.4	0.2	0.8	0.4	1.2	2.2	2.2	2	2.7	1.7	2.9
Ncam1	1.7	3	1.7	3	0	0.2	0	0.1	0	0	0.4	0	0.2	1.4	0.4	0.2
Ncapd2	3.3	1.3	3.3	1.3	1.9	1.2	2.3	1.2	2.7	1.1	2	2.5	0.8	3.6	2.8	2.6
Ncapd3	1.4	3	1.4	3	1.7	0.5	1.9	1.9	2	3.3	1.8	2.6	2.2	3	2.5	1.6
Ncapg	1.6	0.8	1.6	0.8	2.2	2	1.5	2.2	0.7	2.4	1.9	3.7	2.3	3.1	2.8	1.6
Ncapg2	1.4	0.7	1.4	0.7	0.4	1	0.6	0.9	0.7	0.7	0.2	0.8	1.8	1.9	0.8	2.1
Ncaph	0	3.6	0	3.6	2.1	0.7	1.8	0.9	1.5	1	2.4	3.2	3.1	3	3.3	3.7
Ncaph2	3.5	3.2	3.5	3.2	0.7	3.6	1.5	3.3	2.2	3	3	4.2	4	4.9	4.1	4.1
Ncbp1	2.5	0.9	2.5	0.9	0	0.9	0.5	2	1	3.1	3.4	3.4	2.3	3.7	4.1	3.7
Ncbp2	1.5	3.7	1.5	3.7	0	0.9	1.6	1.7	3.1	2.4	4.6	4.4	4.5	5.4	4.2	5.2
Ncdn	1	2	1	2	0	0	0.8	0.2	1.6	0.3	0	0.9	2.5	2.8	2	0.2
Nceh1	0.9	0	0.9	0	0	0	0.2	0.5	0.4	1	0	0	0.7	0.2	1	0
Nck1	1.1	2.2	1.1	2.2	0	0.6	0.9	2.4	1.8	4.1	1.3	4	0	2.6	3.3	3.2
Nck2	0	0	0	0	0.8	0	0.4	0	0	0	0	0	0	1.5	2	0
Nckap1	0	0.9	0	0.9	0	0.8	0	1.4	0	1.9	2.2	1.5	2.2	1.3	1.5	1.8
Nckap1l	0	0.9	0	0.9	0	0	0	0	0	0	0.4	2.4	2.1	1	1.8	0
Nckap5l	0.5	0.7	0.5	0.7	0	0	1.4	0	2.7	0	0	0.6	0	1.7	1.1	0.8
Nckipsd	0	0	0	0	0	0	0.5	0.7	0.9	1.3	2.2	3.2	1.1	1.2	2.5	2.8
Ncl	6.1	6.3	6.1	6.3	6	5.1	5.9	5.6	5.7	6	5.9	7.1	6	7.3	6.3	6.7
Ncln	0	4.8	0	4.8	2.5	3.9	2.8	3.8	3.1	3.6	3	4.2	4	3.3	4	4.1
Ncmap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0
Ncoa1	0	0	0	0	0	0	0.3	0	0.5	0	0	1.2	1.1	0.3	0.6	0
Ncoa2	0	0.9	0	0.9	0.3	0	0.3	0	0.3	0	0.9	1.3	0.5	1.5	0.9	1.2
Ncoa3	0	2	0	2	1.1	1	1	1.2	0.8	1.3	1.8	2.2	1.2	1.8	1.6	1.8
Ncoa4	1.4	1.9	1.4	1.9	1.5	0.3	2.3	0.6	3.1	0.8	1.4	3.5	3.9	2.1	3.9	4.3
Ncoa5	0	0	0	0	0.8	1.1	1.6	1.3	2.4	1.5	1.9	3.1	3.1	3.3	2.5	2.7
Ncoa6	1.9	1	1.9	1	1.4	1.9	1.2	1.3	1	0.6	2.3	1	1.6	2.1	2.4	3
Ncoa7	0.7	2.8	0.7	2.8	2.7	2	2.3	2.5	1.9	3	0	1	1.6	0.1	1	0.7
Ncor1	1.7	2.4	1.7	2.4	2.6	3.4	2.5	3.5	2.3	3.6	2.8	3.8	2.8	3.7	3.3	3
Ncor2	1.8	1.2	1.8	1.2	0.3	0.5	0.4	0.5	0.4	0.4	0.3	1.4	1.2	1	1.5	1.1
Ncrna00086	0	0	0	0	0	0	0	0.2	0	0.4	0	0	2.1	1	2.1	0.9
Ncs1	0	0	0	0	0	0	0	0	0	0	0	0.3	1.3	1.7	0	0.3
Ncstn	3.3	2.9	3.3	2.9	0	2.2	0.2	2.6	0.4	3	3.1	2.1	3.8	3.6	4.2	4.3
Ndc80	2.1	3.2	2.1	3.2	1.6	2.2	1.4	2.5	1.1	2.7	3.7	3.6	1.8	3.6	2.5	3.7
Nde1	4.7	0.9	4.7	0.9	0	2.3	1.2	1.2	2.3	0	3.6	2.1	2.3	3.9	3	3.3
Ndel1	2.1	2	2.1	2	0	1.7	1.2	1.9	2.3	2	3.5	5	4	3.6	5	5.2
Ndfip1	2.5	4.1	2.5	4.1	2.7	0	1.4	0.5	0	1	0	1	0.7	2.5	4.8	4.6
Ndfip2	0	2.6	0	2.6	2	0.9	2.5	1	3	1.1	3.3	2	3	2.4	3.8	4.1
Ndn	1.7	0	1.7	0	1.3	0	0.7	0.3	0	0.6	0	0	0.4	1.4	0	0.6
Ndnl2	1.3	1.1	1.3	1.1	1.4	0	0.7	0	0	0	1.7	2.9	0.5	3.6	3.3	1.8
Ndor1	0	3.6	0	3.6	0.7	0.8	1.4	0.7	2	0.6	0.2	1.8	3.4	1.6	2	2.3
Ndp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndrg1	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0.8	0	0
Ndrg2	0	0	0	0	0	2.1	0.8	1.1	1.6	0	0	1	0	0.3	0	0
Ndrg3	2.9	0	2.9	0	0	1.4	0	1.1	0	0.7	0.3	1.3	2.4	2.3	2.4	1.5
Ndrg4	0	0	0	0	0	0	0	0	0	0	0	2.8	0.4	0.2	0	0
Ndst1	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0.2	1	0.2
Ndst2	0.9	0	0.9	0	0	1.2	0	1.1	0	0.9	1.9	1.7	0	2.4	0.5	1.8
Ndufa1	7.9	7.4	7.9	7.4	4.3	7	5.8	7.5	7.3	7.9	7.8	8.3	8	8.7	8.3	8
Ndufa10	5.2	3.9	5.2	3.9	0	4.3	1.4	4.3	2.8	4.2	5.7	4.5	5.1	5.5	5.6	6.3
Ndufa11	5	4.6	5	4.6	3.6	3.3	3.7	3.9	3.8	4.4	4.5	5.7	5.4	5.4	5	5.8
Ndufa12	3.8	5.8	3.8	5.8	3.5	4.8	4.2	5.5	4.9	6.1	7.3	7.3	7.3	7.4	7.7	7.5
Ndufa13	5.5	6.4	5.5	6.4	4.9	4.5	4.9	5.5	4.9	6.5	6.2	6.8	5.2	6.3	6.3	6.7
Ndufa2	6.6	7.4	6.6	7.4	7.4	6.6	7.5	6.9	7.6	7.1	8.3	9.1	8.1	8.8	9.2	9.2
Ndufa3	8.5	9.4	8.5	9.4	5.9	7.7	7	8.4	8	9.1	9.1	9.5	9.5	9.9	9.9	9.6
Ndufa4	6.9	8.6	6.9	8.6	5	6.8	6.2	7.6	7.4	8.3	8.7	9	8.8	9.4	9.7	9.5
Ndufa4l2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0
Ndufa5	6.9	6.6	6.9	6.6	7.2	5.8	6.5	5.9	5.7	6	6.6	8.2	7.2	8.1	7.6	7.3
Ndufa6	4.5	5	4.5	5	0	4.9	2	5.2	3.9	5.5	6.2	7.4	6.8	7.4	7.9	7.5
Ndufa7	8.8	8	8.8	8	7.8	7.3	7.4	7.7	7	8.1	7.5	9	8.5	8.9	9.3	8.9
Ndufa8	0	2.5	0	2.5	5.2	2	3.2	2.7	1.2	3.4	4.6	5.2	4.7	5.6	5.9	6.1
Ndufa9	3.9	4.2	3.9	4.2	3.6	3.9	3.9	3.8	4.2	3.7	4.3	5.6	4.8	4.9	4.3	4.7
Ndufab1	0	5.5	0	5.5	3.8	4.5	4.9	5.5	6	6.5	5.6	8.1	6.7	7.8	7.2	7.6
Ndufaf1	0	0	0	0	4	2.3	3.5	1.5	2.9	0.7	3.3	3.5	3.6	1.6	2.5	4.5
Ndufaf2	5.9	3.8	5.9	3.8	2.3	1.4	3	3	3.7	4.5	6	6.1	3.8	5.6	4	5.7
Ndufaf3	0	0	0	0	0	2.5	0	1.3	0	0	3.4	4.8	2.6	2.9	3	3.4
Ndufaf4	2.2	2.8	2.2	2.8	0	3.2	0.8	2.4	1.6	1.6	2	3.8	2.2	3.9	3	4.2
Ndufaf5	0	2.2	0	2.2	0	0	0.5	0	0.9	0	0	0.7	0.5	0.5	0.7	0.4
Ndufaf6	0	3.1	0	3.1	0	2.5	1.6	2.9	3.1	3.3	1.1	4.9	3.3	4.7	3.6	2.5
Ndufaf7	0.9	2.3	0.9	2.3	0	2.2	0.2	1.1	0.4	0	2.4	1.6	0	2.6	1.3	2.5
